number,flag,text
1074390,0,Long
1074391,0,Topknot
1074392,0,Long Braid
1074393,0,Buns
1074394,0,Spiked
1074395,0,<div align=right>Use Permanent Hair Dye</div>
1074396,0,"This special hair dye is made of a unique mixture of leaves, permanently changing one's hair color until another dye is used."
1074397,0,spellweaving
1074398,0,"Seek Strongroot, the great treefellow, whose very roots reach to the heart of the world.  Seek Enigma, whose wisdom can only be conveyed in riddles and rhymes.  Seek Bravehorn, the great hart, who exemplifies the fierce dedication of a protector of his people."
1074399,0,"Seek the Huntsman, the centuar tasked with maintaining the balance.  And lastly seek Arielle, the pixie, who has perhaps the most important lesson -- not to take yourself too seriously."
1074400,0,"Or do none of these things.  You must choose your own path in the world, and what use you'll make of your existence."
1074401,0,You are bald!
1074402,0,Special Hair Dye
1074403,0,"Greetings, traveler and welcome."
1074404,0,Perhaps you have heard of the service I offer?  Perhaps you wish to avail yourself of the opportunity I lay before you.
1074405,0,"Elves and humans; we lived together once in peace.  Mighty relics that attest to our friendship remain, of course.  Yet, memories faded when the Gem was shattered and the world torn asunder.  Alone in The Heartwood, our elven brothers and sisters wondered what terrible evil had befallen Sosaria."
1074406,0,Violent change marked the sundering of our ties.  We are different -- elves and humans.  And yet we are much alike.  I can give an elf the chance to walk as a human upon Sosaria.  I can undertake the transformation.
1074407,0,"But you must prove yourself to me.  Humans possess a strength of character and back.  Humans are quick-witted and able to pick up a smattering of nearly any talent.  Humans are tough both mentally and physically.  And of course, humans defend their own -- sometimes with their own lives."
1074408,0,Seek Sledge the Versatile and learn about human ingenuity and creativity.  Seek Patricus and demonstrate your integrity and strength.
1074409,0,Seek out a human in need and prove your worth as a defender of humanity.  Seek Belulah in Nu'Jelm and heartily challenge the elements in a display of toughness to rival any human.
1074410,0,You have proven yourself capable and commited and so I will grant you the transformation you seek.
1074411,0,Or turn away and embrace your heritage.  It matters not to me.
1074412,0,You have made a good start but have more yet to do.
1074413,0,You must yet perform these deeds: 
1074414,0,A sea horse
1074415,0,Brine shrimp
1074416,0,Elven Whitewood Walls
1074417,0,Heartwood Walls
1074418,0,Kiawood Walls
1074419,0,Tanglewood Walls
1074420,0,Barkscale Roof
1074421,0,Twisted Vine Roof
1074422,0,A very unusual live aquarium creature
1074423,0,A live aquarium creature of unusual color
1074424,0,A very unusual dead aquarium creature
1074425,0,A dead aquarium creature of unusual color
1074426,0,~1_NUM~ event(s) to view!
1074427,0,The aquarium is in vacation mode.
1074428,0,The aquarium will be in vacation mode for ~1_DAYS~ days
1074429,0,Vacation mode has been cancelled.
1074430,0,Vacation days left: ~1_DAYS~
1074431,0,An aquarium flake sphere
1074432,0,Vacation days: ~1_DAYS~
1074433,0,Bound to the Land
1074434,0,"Oh help! Help me!  I don't want to end up like my sisters, enslaved by the cruel Melisande.  I cannot flee, I am bound here by the evil of the harpy Saliva.  Won't you please help me and redeem my sisters at the same time?  I will grant you my blessing in return."
1074435,0,"Please, I'm so frightened.  I don't want to become twisted and corrupt.  Please free me!"
1074436,0,"Until my sisters have been treated with mercy and released from their twisted existence and until the vile Saliva is slain, I cannot feel safe or bestow my blessing."
1074437,0,"Oh!  You've returned.  I cannot thank you enough for saving me.  I only hope Melisande doesn't return them to life once more.  Bless you, fair adventurer. Bless you.  If you wish to face Melisande in battle, place the token of my blessing in the basket.  May you be triumphant and redeem us all through your efforts."
1074438,0,Misplaced
1074439,0,"Shhh!  *nervous chuckle* Oh, sorry about that.  I forget that I'm not in the library any longer -- and instead that THING has taken over.  If that wasn't distressing enough, I've misplaced my thesis pages and they've been gathered up by the shambling dead.  Could you retrieve them for me?"
1074440,0,Disintegrating Thesis Notes
1074441,0,"*tense sigh* Of course, I understand.  If you change your mind, I'll be waiting."
1074442,0,"Most of the creatures here wouldn't be interested in my thesis.  *nervous chuckle*  Master Gnosos would argue that no one is -- not even the undead.  Still, I'd wager that the more powerful undead have my pages."
1074443,0,"Ah!  You've got my pages?  Oh no ... they've been damaged.  Here, take this key.  Perhaps you can find the podium and gain access to the library.  My poor books are being ravaged by that horror and you'd do well to put things right."
1074444,0,Wonders of the Natural World
1074445,0,"Step right up!  Step right up!  Lords and Ladies, this is your opportunity to view the find of a lifetime!  What magical energy caused the fascinating play of light and darkness within these subterranean passageways?  What mysterious forces are at work deep within the Prism of Light?  Admission tickets are good for a full day of adventure and excitement and well worth the price at 10,000 gold. Whadda ya say?"
1074446,0,"C'mon now Lords and Ladies -- you're passing up the opportunity of a lifetime.  Is 10,000 gold too much to pay for your enlightenment?"
1074447,0,Dig into those pockets Lords and Ladies!  Just ten-thousand-shiny-gold-coins and you'll be walking in the bootsteps of the famous Lord Denthe himself!
1074448,0,"Step right up!  Thank you, enjoy the amazing caverns."
1074449,0,Dangerous Crossing
1074450,0,"Ho there!  If you wish to cross and test yourself in the Blighted Grove, you'll need a special machete.  Luckily I have one right here and it's for sale!  Only 1,000 gold each."
1074451,0,"Yah, you didn't like like you could handle it.  Probably just as well."
1074452,0,What kind of adventurer are you that you can't afford to outlay some gold on good equipment.  You'll need this machete to get under those roots.  It's a good price.
1074453,0,Best of luck!  Watch out for Lady Melisande.  She's a nasty one.
1074454,0,Watch Your Step
1074455,0,"You won't be able to get into the sinkhole with any normal rope.  It's a big drop, sure, but the real problem is the acid and poison gas.  See, most ropes can't stand up to that kind of treatment, even for a short period of time.  So you'll need a special rope -- a magical rope. Like these ones I happen to have available here for a mere 5,000 gold each."
1074456,0,"I sure don't want to go down there either.  You won't hear me chiding you. In fact, I commend your intellect."
1074457,0,"The price isn't going to change.  It's 5,000 per rope please."
1074458,0,Be careful down there. I don't like losing customers.
1074459,0,"That's okay, I'll find someone else to make the delivery."
1074460,0,"If I knew where my cousin was, I'd make the delivery myself."
1074461,0,"Oh, hello there.  What do you have for me?"
1074462,0,"The best thing about my job is that I do a little bit of everything, every day.  It's what we're good at really.  Just picking up something and making it do something else.  Listen, I'm really low on parts.  Are you interested in fetching me some supplies?"
1074463,0,An aquarium fishing net
1074464,0,mounted Dread Horn
1074465,0,You can only use this on a full keg of poison.
1074466,0,Monstrous Interred Grizzle Armor
1074467,0,Tunic of the Grizzle
1074468,0,Greaves of the Grizzle
1074469,0,Skull Helm of the Grizzle
1074470,0,Vambraces of the Grizzle
1074471,0,Gauntlets of the Grizzle
1074472,0,That poison would not be affected.
1074473,0,You pour the noxious liquid into the keg.
1074474,0,"You decided that drinking this would be a bad idea.  However, drop this into a full keg of poison would increase the deadliness."
1074475,0,Grizzled Mare Statuette
1074476,0,Bone throne
1074477,0,Bone couch
1074478,0,Bone table
1074479,0,Disturbing portrait
1074480,0,Unsettling portrait
1074481,0,Creepy portrait
1074482,0,Mounted pixie
1074483,0,Haunted mirror
1074484,0,Bed of nails
1074485,0,Grizzled Mare
1074486,0,You could not hold the creature.
1074487,0,The creatures are too quick for you!
1074488,0,You could not hold the creature.
1074489,0,A live creature jumps into the fish bowl in your pack!
1074490,0,A live creature flops around in your pack before running out of air.
1074491,0,You can only use this net in water!
1074492,0,You plunge the net into the water...
1074493,0,Mark of Travesty
1074494,0,Contains: ~1_CREATURE~
1074495,0,The creature has been removed from the fish bowl.
1074496,0,There is no room in your pack for the creature.
1074497,0,Large Aquarium (north)
1074498,0,
1074499,0,A fish bowl
1074500,0,Tragic Remains of the Travesty
1074501,0,Large Aquarium (east)
1074502,0,It looks explosive.
1074503,0,Shimmering Effusion Statuette
1074504,0,Fetid Essence Statuette
1074505,0,Mantra Effervescence Statuette
1074506,0,Corporeal Brume Statuette
1074507,0,Gasping for air
1074508,0,Okay.  Best of luck with your other endeavors.
1074509,0,"Lord overseers are the best source I know for power crystals of the type I need.  Iron golems too, can have them but they're harder to find."
1074510,0,Do you have those power crystals?  I'm ready to put the finishing touches on my latest experiment.
1074511,0,You put the creature into a fish bowl.
1074512,0,You put the gasping creature into your pack.
1074513,0,You put the item into your pack.
1074514,0,You have no place to put it.
1074515,0,fish flake
1074516,0,fish sphere - automated feeder
1074517,0,Special Treat for Drithen
1074518,0,Contains a Remnant of Melisande's Life Force
1074519,0,"Ho there!  There's nothing quite like a day's honest labor to make you appreciate being alive.  Hey, maybe you'd like to help out with this project?  These crates need to be delivered to Sledge.  The only thing is -- it's a bit of a rush job and if you don't make it in time, he won't take them.  Can I trust you to help out?"
1074520,0,Crate for Sledge
1074521,0,"Oh yah, if you're too busy, no problem."
1074522,0,"Sledge can be found in Buc's Den.  Better hurry, he won't take those crates if you take too long with them."
1074523,0,"Hey, if you have cargo for me, you can start unloading over here."
1074524,0,Oh!  I just don't know what to do.  My mother is away and my father told me not to talk to strangers ... *worried frown*  But my grandfather has sent word that he has been hurt and needs me to tend his wounds.  He has a small farm southeast of here.  Would you ... could you ... escort me there safely?
1074525,0,I hope my grandfather will be alright.
1074526,0,"Grandfather's farm is a ways west of the Shrine of Spirituality. So, we're not quite there yet.  Thank you again for keeping me safe."
1074527,0,"It's all about hardship, suffering, struggle and pain.  Without challenges, you've got nothing to test yourself against -- and that's what life is all about.  Self improvement!  Honing your body and mind!  Overcoming obstacles ... You'll see what I mean if you take on my challenge."
1074528,0,"My way of life isn't for everyone, that's true enough."
1074529,0,"You're not making much progress in the honing-mind-and-body department, are you?"
1074530,0,Ahhhh!  Don't you feel great?  Struggle is good for the soul.
1074531,0,"The first time you were born, you entered the world bare of all possessions and concerns.  So too as you transform to your new life as a human, you must remove all worldly goods from the touch of your flesh."
1074532,0,I call upon all nearby to witness your rebirth!
1074533,0,Fragment of a Map
1074534,0,The Ancient World
1074535,0,"The lore of my people mentions Mondain many times.  In one tale, it is revealed that he created and enslaved a race -- a sort of man bull, known as a 'minotaur'.  The tales speak of mighty warriors who charged with blood-soaked horns into the heat of battle.  But, alas, the fate of the bull-men is unknown after the rupture.  Will you seek information about their civilization?"
1074536,0,Warriors of the Gemkeeper
1074537,0,"Here we honor the Gemkeeper's Apprentice and seek to aid her efforts against the humans responsible for the death of her teacher -- and the destruction of the elven way of life.  Our tales speak of a fierce race of servants of the Gemkeeper, the men-bulls whose battle-skill was renowned.  It is desireable to discover the fate of these noble creatures after the Rupture.  Will you seek information?"
1074538,0,"I am disappointed, but I respect your decision."
1074539,0,A traveler has told me that worshippers of Mondain still exist and wander the land.  Perhaps their lore speaks of whether the bull-men survived.  I do not think they share their secrets gladly.  You may need to be 'persuasive'.
1074540,0,I care not how you get the information.  Kill as many humans as you must ... but find the fate of the minotaurs.  Perhaps another of the Gemkeeper's servants has the knowledge we seek.
1074541,0,You have discovered an important clue!
1074542,0,What have you found?
1074543,0,The Golden Horn
1074544,0,Close Enough
1074545,0,"Ah ha!  You see here ... and over here ... The map fragment places the city of the bull-men, Labyrinth, on that piece of Sosaria that was thrown into the sky.  Hmmm, I would have you go there and find any artifacts that remain that help tell the story.  But, legend speaks of a mighty barrier to prevent invasion of the city.  Take this map to Braen and explain the problem. Perhaps he can devise a solution."
1074546,0,"Ah ha!  You see here ... and over here ... The map fragment places the city of the bull-men, Labyrinth, on that piece of Sosaria that was thrown into the sky.  Hmmm, I would have you go there and seek out these warriors to see if they might join our cause.  But, legend speaks of a mighty barrier to prevent invasion of the city.  Take this map to Canir and explain the problem. Perhaps she can devise a solution.<br>"
1074547,0,"Braen is nearby, run and speak with him."
1074548,0,"Canir is nearby, run and speak with her."
1074549,0,Yes?  What do you want?  I'm very busy.
1074550,0,Bullish
1074551,0,Taking the Bull by the Horns
1074552,0,"Oh, I see. I will need some materials to infuse you with the essence of a bull-man, so you can fool their defenses.  The most similar beast to the original Baratarian bull that the minotaur were bred from is undoubtedly the mighty Gaman, native to the Lands of the Feudal Lords.  I need horns, in great quantity to undertake this magic."
1074553,0,"Interesting.  I believe I have a way.  I will need some materials to infuse you with the essence of a bull-man, so you can fool their defenses.  The most similar beast to the original Baratarian bull that the minotaur were bred from is undoubtedly the mighty Gaman, native to the Lands of the Feudal Lords.  I need horns, in great quantity to undertake this magic."
1074554,0,"Oh come now, don't be afraid.  The magic won't harm you."
1074555,0,I cannot grant you the ability to pass through the bull-men's defenses without the gaman horns.
1074556,0,You've returned at last!  Give me just a moment to examine what you've brought and I can perform the magic that will allow you enter the Labyrinth.
1074557,0,Gaman Horns
1074558,0,That doesn't look very appealing.
1074559,0,"It looks unappetizing, but you're hungry..."
1074560,0,recipe scroll
1074561,0,Portal to Yew
1074562,0,Portal to Heartwood
1074563,0,You haven't forged a friendship with the fey and are unable to summon their aid.
1074564,0,You haven't demonstrated mastery to summon a fiend.
1074565,0,The acid river burns your skin.
1074566,0,The acid river has gotten deeper. The concentration of acid is significantly stronger.
1074567,0,The acid river is much stronger here. You realize that allowing the acid to touch your flesh will surely kill you.
1074568,0,You sink into the depths of the lake. The corrosive acid strips the flesh from your bones.
1074569,0,Slayers of innocent souls are not welcome to enter here!
1074570,0,chilling ice from a snowstorm
1074571,0,Captain Blackheart's Fishing Pole
1074572,0,Crafty's Fishing Hat
1074573,0,Mistaken Identity
1074574,0,"What do you want?  Wonderful, another whining request for a refund on tuition.  You know, experiences like that are invaluable ... and infrequent.  Having the opportunity to test yourself under such realistic situations isn't something the college offers all students.  Fine. Fine.  You'll need to submit a refund request form in triplicate before I can return your 1,000,000 gold tuition.  You'll need to get some signatures and a few other odds and ends."
1074575,0,You have activated this object!
1074576,0,The cold energy from the pool penetrates your skin and coalesces in your bones.
1074577,0,Food Added: ~1_CUR~ Needed: ~2_NEED~ 
1074578,0,Water Added: ~1_CUR~ Needed: ~2_NEED~
1074579,0,"Yes, can I help you?"
1074580,0,Is that my bucket? I had to ditch my favorite bucket when a group of ratmen jumped me!
1074581,0,"Well hello there. Oh.  Wait a minute, you're not here to plead the case of that traitor Danoel are you?"
1074582,0,Ah!  You found my property.  Thank you for your honesty in returning it to me.
1074583,0,Isn't that interesting?  Someone was willing to pay a lot of gold to see me gone.  You've earned a reward for bringing this to me.
1074584,0,"You have discovered a private letter from the sorceress Minax to her dear friend ""Travesty"" that implicates some very important people in her pay.  Will you risk drawing attention to yourself by delivering the bundle to the castle in Britain?<br>"
1074585,0,Probably a wise choice to keep a low profile.
1074586,0,It might be safest to deliver the letter to someone trustworthy that isn't too important.  Sarakki the Notary might be a good choice.
1074587,0,"*smile* Greetings!  Oh ... oh my.  Oh, goodness ... *startled gasp*  Did you read ... we must report this at once."
1074588,0,Coral
1074589,0,Britain Crown Fish
1074590,0,Small Mouth Sucker Fin
1074591,0,Fandancer Fish
1074592,0,Albino Courtesan Fish
1074593,0,Jellyfish
1074594,0,Stripped Sosarian Swill
1074595,0,Stripped Flake Fish
1074596,0,Shrimp
1074597,0,A Full Moon Fish  
1074598,0,A shell
1074599,0,A shell
1074600,0,An island statue
1074601,0,Fish bones
1074602,0,An unusual creature has hatched overnight in the tank.
1074603,0,"You rub the slimy ointment on your body, temporarily protecting yourself from the corrosive river."
1074604,0,The slimy ointment continues to protect you from the corrosive river.
1074605,0,You're not getting a refund without the proper forms and signatures.
1074606,0,If you're not willing to follow the proper process then go away.
1074607,0,Oh blast!  Not another of those forms.  I'm so sick of this endless paperwork.
1074608,0,You Scratch My Back
1074609,0,"Heh.  Heheheh.  Good one.  You're not a Bedlam student and you're definitely not eligible for a tuition refund.  Heheheh. That old witch Aernya doesn't see as well as she used to you know.  Otherwise, she would have ... hmmm, wait a minute.  I sense a certain 'opportunity' here.  I'll sign your forms in return for a little help with a project of my own.  What do you say?"
1074610,0,Tuition Reimbursement Form (in triplicate)
1074611,0,Unicorn Ribs
1074612,0,Ki-Rin Brains
1074613,0,Pixie Leg
1074614,0,Signed Tuition Reimbursement Form
1074615,0,Hehehe.  Your choice.
1074616,0,"I'm something of a gourmet, you see.  It's tough getting some of the ingredients, though.  Bring me back some pixie legs, unicorn ribs and ki-rin brains and I'll sign your form."
1074617,0,"Oh excellent, you're back.  I'll get the oven going.  That thing about pixie legs, you see, is that they burn and dry out if you're not really careful.  Taste just like chicken too!"
1074618,0,Fooling Aernya
1074619,0,Now that I've signed your papers you'd better get back to that witch Aernya.  Mmmm mmm smell those ribs!
1074620,0,Giving up on your scheme eh?  Suit yourself.
1074621,0,You better hurry back to Mistress Aernya with that signed form.  The college only has so much money and with enough claims you may find yourself unable to get your tuition refunded.  *wink*
1074622,0,What?  Hrmph.  Gorrow signed your form did he?  Let me see that.  *squint*
1074623,0,Not Quite That Easy
1074624,0,"I wouldn't be too smug just yet, whiner.  You still need Master Gnosos' signature before I can cut your refund.  Last I heard, he's coordinating the recovery of the portions of the college that are currently overrun.  *nasty smile*  Off with you."
1074625,0,Completed Tuition Reimbursement Form
1074626,0,Coward.
1074627,0,What are you waiting for?  The iron maiden is still the portal to Bedlam.
1074628,0,"Made it through did you?  Did you happen to see Red Death out there?  Big horse, skeletal ... burning eyes?  No?  What's this?  Forms?  FORMS?  I'm up to my eyebrows in ravenous out-of-control undead and you want a signature?"
1074629,0,Convince Me
1074630,0,"I'm not signing any forms until the situation here is under control.  So, you can either help out or you can forget getting your tuition refund.  Which will it be?  Help control the shambling dead?"
1074631,0,No signature for you.
1074632,0,No signature for you until you kill off some of the shambling dead out there and destroy that blasted horse.
1074633,0,Pulled it off huh?  Well then you've earned this signature!
1074634,0,Tuition Reimbursement
1074635,0,"Well, there you are.  I've added my signature to that of Gorrow, so you should be set to return to Mistress Aernya and get your tuition refunded."
1074636,0,"Great! If you're going to stick around here, I know we have more tasks for you to perform."
1074637,0,Just head out the main gates there and you'll find yourself embracing the iron maiden in the Bloodletter's Guild.
1074638,0,"*disinterested stare*  What?  Oh, you've gotten your form filled in.  How nice.  *glare*  And I'd hoped you'd drop this charade before I was forced to rub your nose in it.  *nasty smile*  You're not even a student and as such, you're not eligible for a refund -- you've never paid tuition.  For your services, Master Gnosos has recommended you receive pay.  So here.  Now go away."
1074639,0,Orders from Minax
1074640,0,Pointy Ears
1074641,0,"I've heard ... there's some that will pay a good bounty for pointed ears, much like we used to pay for each wolf skin.  I've got nothing personal against these elves.  It's just business.  You want in on this?  I'm not fussy who I work with."
1074642,0,Suit yourself.
1074643,0,I can't pay a bounty if you don't bring bag the ears.
1074644,0,Here to collect on a bounty?
1074645,0,Dreadhorn
1074646,0,"Can you comprehend it? I cannot, I confess.  The most pristine and perfect Lord of Sosaria has fallen prey to the blight.  From the depths of my heart I mourn his corruption; my thoughts are filled with pity for this glorious creature now tainted.  And my blood boils with fury at those responsible for the innocent creature's undoing.  Will you find Dread Horn, as he is now called, and free him from this misery?"
1074647,0,How can you not feel as I do?
1074648,0,"The lush and fertile land where Dread Horn now lives is twisted and tainted, a result of his corruption.  The fey folk have sealed the land off through their magics, but you can enter through an enchanted mushroom fairy circle."
1074649,0,Thank you.  I haven't the words to express my gratitude.
1074650,0,"You have discovered a blood-stained journal that details the adventures of Lord Denthe.  The pages make for fascinating reading, telling the tale of the great man's efforts to uncover the secrets of the Prism of Light.  Will you donate the journal to a library so others may hear the tale of Lord Denthe's final expedition?"
1074651,0,"Or, you could keep the journal for your private library."
1074652,0,The librarian in Britain would be glad of your donation of Lord Denthe's journal.
1074653,0,"Shhhh!  What have YOU done to that book?  It's covered in ... is that blood?  *furious glare*  Let me see that.  Oh.  Oh, I see.  Do you realize how important this journal is?  Here, take this for your trouble."
1074654,0,"The most incredible tale has reached my ears!  Deep within the bowels of Sosaria, somewhere under the city of Nu'Jelm, a twisted creature feeds.  What created this abomination, no one knows ... though there is some speculation that the fumbling initial efforts to open the portal to The Heartwood, brought it into existence.  Regardless of it's origin, it must be destroyed before it damages Sosaria.  Will you undertake this quest? "
1074655,0,Perhaps I thought too highly of you.
1074656,0,An explorer discovered the cave system under Nu'Jelm.  He made multiple trips into the place bringing back fascinating crystals and artifacts that suggested the hollow place in Sosaria was inhabited by other creatures at some point.  You'll need to follow in his footsteps to find this abomination and destroy it.
1074657,0,I am overjoyed with your efforts!  Your devotion to Sosaria is noted and appreciated.
1074658,0,"Oh, the trauma!  *weeps loudly*  My lucky dagger has been lost.  It was given to me by my father, as a final gift before he died.  That blade has been an heirloom of my family for generations.  I must have it back.  *sniffles pathetically*  Please, find my lucky dagger."
1074659,0,*wailing cries* Then begone if you will not help a poor man in need.
1074660,0,*sniffles*  The dagger was stolen by some dishonest man.  Or perhaps I dropped it.  That doesn't matter though.  All that matters is that you find my dagger and return it.
1074661,0,You've found it?  My lucky dagger!
1074662,0,"You look strong and brave, my friend.  Are you strong and brave?  I only ask because I am known to be too generous to those that find for me interesting -- things -- to use in my smithing.  What do you say?"
1074663,0,*nods*
1074664,0,"I can't be generous, my friend, until you bring me those essences."
1074665,0,"I can't be generous, my friend, until you bring me those crystalline fragments."
1074666,0,"I can't be generous, my friend, until you bring me those icy hearts."
1074667,0,"My friend, you've returned -- with items for me, I hope?  I have a generous reward for you."
1074668,0,"Good, you're here.  The presence of a twisted creature deep under the earth near Nu'Jelm has corrupted the natural growth of crystals in that region.  They've become infused with the twisting energy -- they've come to a sort of life.  This is an abomination that festers within Sosaria.  You must eradicate the crystal daemons."
1074669,0,"Good, you're here.  The presence of a twisted creature deep under the earth near Nu'Jelm has corrupted the natural growth of crystals in that region.  They've become infused with the twisting energy -- they've come to a sort of life.  This is an abomination that festers within Sosaria.  You must eradicate the crystal lattice seekers."
1074670,0,"Good, you're here.  The presence of a twisted creature deep under the earth near Nu'Jelm has corrupted the natural growth of crystals in that region.  They've become infused with the twisting energy -- they've come to a sort of life.  This is an abomination that festers within Sosaria.  You must eradicate the crystal vortices."
1074671,0,These abominations must not be permitted to fester!
1074672,0,You must not waste time. Do not suffer these crystalline abominations to live.
1074673,0,You have done well.  Enjoy this reward.
1074674,0,"Good, you're here.  The presence of a twisted creature deep under the earth near Nu'Jelm has corrupted the natural growth of crystals in that region.  They've become infused with the twisting energy -- they've come to a sort of life.  This is an abomination that festers within Sosaria.  You must eradicate the crystal hydras."
1074675,0,Primitive Fetish
1074676,0,Grobu's Fur
1074677,0,"I've always been fascinated by primitive cultures -- especially the artifacts.  I'm a collector, you see.  I'm working on building my troglodyte display and I'm saddened to say that I'm short on examples of religion and superstition amongst the creatures.  If you come across any primitive fetishes, I'd be happy to trade you something interesting for them."
1074678,0,"I don't really want to know where you get the primitive fetishes, as I can't support the destruction of their lifestyle and culture. That would be wrong."
1074679,0,Bravo!  These fetishes are just what I needed.  You've earned this reward.
1074680,0,"I don't know if you can handle it, but I'll give you a go at it.  Troglodyte chief -- name of Lurg and his mangy wolf pet need killing.  Do the deed and I'll reward you."
1074681,0,A Trog and His Dog
1074682,0,The trog chief and his mutt should be easy enough to find.  Just kill them and report back.  Easy enough.
1074683,0,Not half bad.  Here's your prize.
1074684,0,New Cloak
1074685,0,"I have created a masterpiece!  And all I need to finish it off is the fur of a bear.  But not just ANY bear -- oh no, no, that wouldn't do.  I've heard tales of a mighty beast, Grobu, who is bonded to the leader of the troglodytes.  Only Grobu's fur will do.  Will you retrieve it for me? "
1074686,0,I've told you all I know of the creature.  Until you return with Grobu's fur I can't finish my cloak.
1074687,0,"Ah! So soft, so supple.  What a wonderful texture.  Here you are ... my thanks."
1074688,0,Troglodytes!
1074689,0,"Oh nevermind, you don't look capable of my task afterall.  Haha!  What was I thinking -- you could never handle killing troglodytes.  It'd be suicide.  What?  I don't know, I don't want to be responsible ... well okay if you're really sure?"
1074690,0,Probably the wiser course of action.
1074691,0,"You still need to kill those troglodytes, remember?"
1074692,0,Some of the most horrific creatures have slithered out of the sinkhole there and begun terrorizing the surrounding area.  The plague creatures are one of the most destruction of the minions of Paroxysmus.  Are you willing to do something about them?
1074693,0,"Vile creatures have exited the sinkhole and begun terrorizing the surrounding area.  The demons are bad enough, but the elementals are an abomination, their poisons seeping into the fertile ground here.  Will you enter the sinkhole and put a stop to their depredations?"
1074694,0,The daemons that have congregated to worship Paroxysmus pose a tremendous danger. Will you enter the lair and see to their destruction?
1074695,0,The moloch daemons that have congregated to worship Paroxysmus pose a tremendous danger. Will you enter the lair and see to their destruction?<br>
1074696,0,The succubi that have congregated within the sinkhole to worship Paroxysmus pose a tremendous danger. Will you enter the lair and see to their destruction?<br>
1074697,0,The arcane daemons that worship Paroxysmus pose a tremendous danger. Will you enter the lair and see to their destruction?<br>
1074698,0,You have discovered an acid covered strongbox.  Perhaps the owner would pay for its return before the corrosive substance destroys it.  Do you wish to return the box?
1074699,0,The box doesn't look like it will survive the acid for much longer anyway.
1074700,0,The steaming box is etched with the name of Aeluva.
1074701,0,The disintegrating strongbox belonged to Jelrice.
1074702,0,The acid damaged coffer is etched with the name 'Belulah'.
1074703,0,"Hello.  Oh, what's that?  My trunk!  What happened to it?  Well nevermind that.  Thank you!  Here's payment for your trouble."
1074704,0,"Please, please I beg of you ... help out of here.  I was trying to find one of my sheep that went missing and I fell down this hole.  Then these ... *hysterical weeping*.  Please, get me out of here!"
1074705,0,Please!  PLEASE!  Don't let me die here.
1074706,0,"*whimper* Please ... hurry.  I am a good climber and could get out the way you came in, if you can just get me there."
1074707,0,"You've saved my life!  Oh thank you!  I can't repay you for your kindness but please, take this."
1074708,0,A Bad Seed
1074709,0,"The plight of the forest is staggering, all the more so because some of the tainted creatures are reproducing.  I am working to develop a natural means to prevent these corrupted seedlings from taking root, but without samples of such seeds, I'm forced to guess wildly what might work.  Will you harvest some tainted bogling seeds for me?"
1074710,0,"I'm working on a striking necklace -- something really unique -- and I know just what I need to finish it up.  A huge fang!  Won't that catch the eye?  I would like to employ you to find me such an item, perhaps a snake would make the ideal donor.  I'll make it worth your while, of course."
1074711,0,Scale Armor
1074712,0,"Here's what I need ... there are some creatures called hydra, fearsome beasts, whose scales are especially suitable for a new sort of armor that I'm developing.  I need a few such pieces and then some supple alligator skin for the backing.  I'm going to need a really large piece that's shaped just right ... the tail I think would do nicely.  I appreciate your help."
1074713,0,The Medallion
1074714,0,"You have discovered an insciption on the back of the medallion that reads 'love always, your Belulah'.  Since the wearer of the necklace has met a grisly end, perhaps you'd be willing to track down Belulah?"
1074715,0,You are already protected with this slimy ointment.
1074716,0,You are no longer under the protection of the slimy ointment.
1074717,0,Certain tamed animals are accepted as donations by transfering the pet to the collection box.
1074718,0,"Tainted seeds please.  Look for the bigggest, meanest bogling you can find."
1074719,0,<CENTER>Food Decoration Tool</CENTER>
1074720,0,This is perfect!
1074721,0,Do you have it?  *gasp* What a tooth!  Here … I must get right to work.
1074722,0,"Those really big snakes like swamps, I've heard.  You might try the blighted grove."
1074723,0,I understand.  I don't like snakes much either.  They're so creepy.
1074724,0,"Hydras have been spotted in the Blighted Grove.  You won't get those scales without getting your feet wet, I'm afraid."
1074725,0,I can't wait to get to work now that you've returned with my scales.
1074726,0,A Tale of Tail
1074727,0,"I've heard of you, adventurer.  Your reputation is impressive, and now I'll put it to the test. This is not something I ask lightly, for this task is fraught with danger, but it is vital.  Seek out the vile hydra Abscess, slay it, and return to me with its tail."
1074728,0,"Well, the beast will still be there when you are ready I suppose."
1074729,0,"Em, I thought I had explained already.  Abscess, the hydra, you know? Lots of heads but just the one tail.  I need the tail. I have my reasons. Go go go."
1074730,0,"Ah, the tail.  You did it!  You know the rumours about dried ground hydra tail powder are all true?  Thank you so much!"
1074731,0,Or you could keep the medallion instead.
1074732,0,The name 'Belulah' is the only clue you find on the medallion.
1074733,0,Greets!  How can I … oh.  Oh no!  Is that … my darling Thorvald!  *quiet weeping*  Thank you for your kindness in returning this to me.  It means … a lot.  *sniffle*
1074734,0,"The hero returns from the glorious battle and - oh, such a small feather?"
1074735,0,"If you're going to get anywhere in the adventuring game, you have to take some risks.  A harpy, well, it's bad, but it's not a dragon."
1074736,0,The path to greatness isn't for everyone obviously.
